12.0
12.0
32.0
12.0
44.0
12.0
8.0
12.0
8.0
8.0
16.0
48.0
8.0
12.0
8.0
12.0
8.0
12.0
12.0
8.0
12.0
12.0
8.0
12.0
8.0
8.0
8.0
8.0
4.0
8.0
12.0
8.0
8.0
4.0
8.0
8.0
16.0
12.0
16.0
12.0
8.0
4.0
4.0
4.0
8.0
12.0
48.0
4.0
4.0
40.0
8.0
12.0
4.0
16.0
12.0
8.0
8.0
8.0
48.0
40.0
12.0
12.0
20.0
4.0
8.0
12.0
12.0
12.0
4.0
4.0
12.0
20.0
12.0
8.0
20.0
8.0
8.0
8.0
12.0
8.0
4.0
8.0
12.0
12.0
8.0
8.0
12.0
4.0
8.0
4.0
12.0
8.0
8.0
12.0
8.0
8.0
8.0
12.0
12.0
4.0
8.0
4.0
16.0
8.0
8.0
8.0
4.0
8.0
12.0
12.0
4.0
8.0
16.0
12.0
4.0
8.0
4.0
8.0
8.0
8.0
4.0
*
